id,username,location,text,sentiment
7,jim doolittle,,RT jeremynewberger REPUBLICANS Big Tech wants to stop us from expressing our view that you will die from taking the free working vaccine,-0.4215
8,Rs11,,RT Zigmanfreud The most infuriating political aspect of this massive surge is people lost jobs or took a vaccine against their will becau,-0.7178
9,Tom,,RT davidkurten Coerced injections of experimental mRNA without informed consent are unquestionably wrong such as the Johnson regime firi,-0.7404
10,Steve Wales,,colinrussell JDAlbarnaz evogytis vanGilsLab dirkeggink AlvinXHan Anyone  do you know whether a new vaccine i httpstcodM0UCi1L1N,0.0
11,janaflower 🦅🇺🇲,"Pennsylvania, USA",RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
12,Lockdown UK Now 🦠,,MarkDarlington UKCovid19Stats Final solution as in a plan to tackle the problems of vaccine refusals for good I httpstco5cJ9RZjh1N,0.3612
13,Marzel 🇨🇺🇺🇸,"Texas, USA",COVID19 omicron spread prompts temporary restaurant closures vaccine requirements httpstcor3WtFLG1bZ FoxBusiness,0.0
14,Andrew Wooddell,"Fort Lauderdale, FL",disclosetv Quit or were let go due to the vaccine mandate,0.0
15,Wade John Beckett,"Cape Town, South Africa",You left out vaccine certificates effectively a mandate and little dystopian robot dogs httpstcotqENIEvYBW,0.4404
16,Steve Gooch,Cincinnati,RT SharylAttkisson 3Do you think its inconsistent that the govt decided to count anyone who died with Covid as a Covid death even i,-0.8176
17,Mikasa4231,,RT ABC7 Why are so many vaccinated people getting COVID19 lately  What you need to know httpstcos7owbEMoBV,0.0
18,Phil,U.K.,RT yodifiji Until a life in Abuja is worth the same as a life in Washington DC amp a life in Sao Paolo worth same as a life in Brussels,0.4215
19,Chris Lancashire,,RT RaviHVJ Countries that rely solely on the vaccine wont contain Omicron Countries that combine the vaccine with track and trace in,0.0
20,Mo,north west alberta,RT YukonStrong My medical status has no effect on vaccine effectiveness in your household and even if it did that indicates a problem w,-0.5994
21,Josh Hammer,"Miami, FL",RT ShannonBream BREAKING  Federal judge just granted temporary injunction to group of Navy SEALS seeking religious exemption from vaccin,0.25
22,Everybody Voted,,SenTedCruz So TraitorTed thinks we should remove vaccine mandates in the militaryTed simply doesnt care if pe httpstconhRy06jRqx,-0.3875
23,⭐Prime Minister Of Immigrants⭐,"Ealing, London",Some people need a wallop Have your opinion on the vaccine whichever way it leans but dont compare it to the hol httpstcooT43MDEfeJ,0.0
24,JUN SHIMOJI,"Okinawa, Japan",RT UNICEF This is how UNICEF is helping increase COVID19 vaccine access and awareness amongst pregnant mothers in rural Malawi https,0.5423
25,siththu kv,,RT iamsabarish If lockdown implemented the what is the nessasary for vaccineUS cases more than 200k per day but they didnt closed,0.0
26,Dustin LindenSmith 🇨🇦😷💉💉,"Dartmouth, Nova Scotia, Canada",RT Crof Israeli study finds fourth COVID19 vaccine dose boosts antibodies fivefold PM says httpstcog4Niss48b7,0.3182
27,Barbara Mulvaney,"Santa Fe, NM",Study AstraZeneca vaccine significantly boosts antibody levels against Omicron variant httpstcoWNiT4ObVFE via NewTimesRwanda,0.0
28,3rd World Immigrant to 🇺🇸,,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
29,Alice,,RT BuckSexton The vaccine passport system in NYC is 4 months old and it abjectly failed to stop or even lessen the spreadSo of cours,-0.6705
30,La Negrita,Any way the wind blows,My sons father and sisters mother died from COVID Not the vaccine Fuck privacy Covid is real Please protect y httpstcoMi6cZNX5dH,0.4854
31,Carl Meske,Silicon Valley,RT OccupyDemocrats BREAKING NEWS Starbucks announces that it will begin requiring ALL of its its US workers to be vaccinated against C,0.0
32,eric paris,"Paris, France",RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
33,Steve Russ,,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
34,Wow just wow,"Thankfully, blue California",RT DrTomFrieden Its rare for ANY vaccine to completely protect against infection or to eliminate transmission But Covid vaccines and bo,0.2374
35,Crypto Yogi - inner peace 🤝 non compliance,,TheMandarin7 egalv Why would I take a non sterile experimental vaccine for something with a survival rate for me httpstco4OvWGjljeM,0.0
36,WG,,RT adamjohnsonNYC I for one think its tight the entire debate around COVID now is accepting the premise everything will remain open an,0.3818
37,Vaxed 💉Sexy 😈& Pro Democracy 🇺🇸,,Where are the stories and names of people who died from the COVID vaccine I keep hearing this talking point from o httpstcos1bz8v9Cjs,-0.5574
38,Belinda Hutchinson,,RT VictoryDayHope British newspaper The Cheltenham Post goes to town on vaccine injuries in UK EU and USA About time  https,-0.9382
39,James D / Lord Falconis,"Los Angeles, CA",WOW What an amazing and valid point Following that Impeccable logic why should we vaccinate kids against Teta httpstcoCFSSrYGgwP,0.8725
40,D,,RT EssexPR Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for flu,-0.296
41,Kelly Logan,"Detroit, MI",RT aetiology No one should die of a vaccinepreventable disease but unfortunately its all too predictable that those who were vocally a,-0.7311
42,Sodavi11,,RT ComradeVero So youve got a vaccine passport but you cant go anywhere with itAh the irony Perhaps you should stop calling i,-0.4767
43,michael,,sidhcait PapaFlerf And that can lead down a path of questioning gravity or the shape of the earth or vaccine effi httpstcoHillfTYN38,-0.1027
44,wokeyouth,,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
45,Dave Revelle,Bloomsbury,RT MaajidNawaz Professor Andrew Pollard Head of the JCVI Britains government vaccine authorityFurther inoculations should not be o,0.0772
46,MrDragonbeard,Ontario,RT MaajidNawaz Professor Andrew Pollard Head of the JCVI Britains government vaccine authorityFurther inoculations should not be o,0.0772
47,knowledge,,RT GreatGameIndia What If The Largest Vaccine Experiment On Human Beings In History Is A Total Failure httpstco7twd68zzSo,-0.5563
48,Ryan Linx,,Breaking news if he didnt use a fake vaccine card he would have made that bonus awhile back httpstcoTxncI1pfra,0.7231
49,Journey Inhell,"Washington, USA",Orange County deputy district attorney Kelly Ernby a Republican activist who opposed coronavirus vaccine mandates httpstcoTW00NLkFFy,0.0
0,Pradeep Prabhu,"London, Bangalore",RT BoF The pandemic has upended the fashion workplace whether its enforcing vaccine mandates in stores and corporate headquarters expe,0.0
1,BR549🇺🇦🇨🇿🇺🇸,"""The Beautiful Country""",RT realTuckFrumper This Orange County Republican who campaigned against vaccine mandates just died of COVID19 httpstcobP8kt3pHg3,-0.5574
2,BlueChipFuego,"Fucking, Austria",RT ComradeVero So youve got a vaccine passport but you cant go anywhere with itAh the irony Perhaps you should stop calling i,-0.4767
3,ThatGuyMatt,,DMLamont benshapiro Yes I specifically remember Ben calling people who do not get the vaccine dopesHe has b httpstcolQCeRFXPtg,0.4019
4,srini kingmaker,,RT itisprashanth Omicron should act as the ultimate corona vaccine Let that happen Lets pray for this magic ,0.4374
5,Brad Parent,Niagara,RT SikhForTruth Vaccine passports dont set you free they fundamentally transform the power dynamics between you and the state Ultimate,0.6597
6,Mike Thomas,New England,RT Zigmanfreud The most infuriating political aspect of this massive surge is people lost jobs or took a vaccine against their will becau,-0.7178
7,😈😩,,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
8,Carlotta55,,RT DrTomFrieden Its rare for ANY vaccine to completely protect against infection or to eliminate transmission But Covid vaccines and bo,0.2374
9,Gerard Perry,New York City ,Confessions of a human guinea pig Why Im resigning from Moderna vaccine trials httpstcoC2eNg7vj7A via statnews,-0.2263
10,Rudwan tablieh,Syrian Arab Republic,RT voluntaryasmine How come if an unvaccinated person gets covid with mild symptoms its because Omricon is a mild strain but if a,-0.0258
11,Doc Caymus,,laurenboebert HmmmAnti  opposed to againstVax  contemporary informal abbreviation for vaccine or vacci httpstcoXW9y41xIiN,-0.3182
12,Tim Walsh,"Lancashire, England. ",RT RepThomasMassie Everyone knows the vaccine is not 100 safe and it is not 100 effectiveAfter we admit those facts we can have a r,-0.4871
13,The American Truth,,RT TheMarieOakes The Quebec government is poised to require vaccine passports in order to buy alcohol and cannabisIn Quebec alcohol a,0.25
14,Solomon DS,,RT adamjohnsonNYC I for one think its tight the entire debate around COVID now is accepting the premise everything will remain open an,0.3818
15,Kathleen Willett🌈🌊🌊🌊🌊🌊🌊🌊🌊🌊,,899Madison ChafedCharlie theTonyGee What religions demand vaccine exemptions,-0.128
16,Cindy Lou 🌷💙♿️🔰,"Illinois, USA",RT UncvrngTheTruth Antivaxxer freedomloving Kelly Ernby an Orange County GOP DA who ran for state Assembly has died from Covid Kel,-0.5574
17,Liane Rayfield,"South East, England",RT BernieSpofforth SCOTLAND  where restrictions could be in place for months the police are violently arresting people in restaurants a,-0.5859
18,Teddi (Teds) 🏳️‍🌈🏳️‍⚧️👭,"San Antonio, TX",NYMom16 JoIsABitch Some people only have the sore arm The arm hurts worse from shingles vaccine than tetanus or covid though,-0.8271
19,Phil Ewing,"Cornwall, UK",RT SkyNews Minister for Vaccines Maggie Throup declines to comment on the commercial decision when pressed on why the UK govt is sellin,0.0
20,NotYourPuppet,,RT LeilaniDowding Yep That is the headline Its a joke how we were ridiculed for saying it would happen  They can f themselves,0.3578
21,She was here,USA Miami,RT CBSNews Twins Igor and Grichka Bogdanoff controversial French TV stars die of COVID19 after refusing vaccines  httpstcoLqozZhK,-0.8126
22,lets go Brandon bot,,RT LifeNewsHQ VICTORY A federal judge in Texas has blocked the navy from discharging 35 sailors who objected to the COVID vaccine mandat,-0.3382
23,a 🎄,Ireland,LFCEire49 ftbltxmmy Like I just dont get it If youre scared about dying from COVID then get the vaccine its the least you can do,-0.1027
24,Stephan Hollemans,"The Hague, The Netherlands",RT RepThomasMassie I wonder if Pfizer agreed as a precondition of FDA approval not to make their FDA approved Comirnaty vaccine availa,0.7906
25,KC,,RT BarringtonII AOC going to Miami for vacation is fine AOC going to Miami for vacation knowing Miami possesses minimal restrictions in,0.2023
26,na u gud,"Chicago, IL",RT jackieomalley seriously blows my mind that people are willing to pay for fake vaccine cards,-0.6369
27,"Keith King, RN, MPH, CPSO",Treaty 6 Territory (Edmonton),RT UAlbertaNursing TBT UAlbertaNursing Dr SEMacDonald discusses using pandemic vaccine awareness to help seniors in the future with,0.4019
28,AK⚡Ajay,,RT iamsabarish Not for movie but I dont want lockdown Then what is nessasary was vaccineValimai AjithKumar,-0.0857
29,Rose Lundy,"Portland, ME",RT ActualCAndrews Maine paramedics may only have to show proof of COVID19 vaccine  under a proposed rule other health workers need meas,0.0
30,Phil Ewing,"Cornwall, UK",RT LynnGT A good indication of the Govts opinion on the importance of a role is the quality of the minister they put in in charge Its,0.6597
31,Domenic,"LA, Florida, Connecticut",The guy that said its like the polio vaccine  finwit dimwits trying to explain science by changing their stance e httpstcoqZSLQo3mRw,0.3612
32,Robert Madeley 🇬🇧🇮🇱,,RT France24en  Covid19 In Sweden a vaccine passport on a microchip implant httpstcoDYKxaAApZd httpstcogYHFk3eZhU,0.34
33,Nu Yawka,,Covid microchip developer says theres no stopping rollout Whether we like it or not httpstcoovQYC3OT1s,0.5
34,UK Daily Covid-19 & Vaccine Updates,United Kingdom,UKCovid19Stats That being said admissions of patients to hospital in London seem to have declined in recent days httpstcoNDf42EtNUb,0.0
35,🇺🇲🙈 TeXaS 🙉 NeAnDeRtHaL 🙊🇺🇸,H-Town,RT nytimes A science teacher in Nassau County New York was arrested after being accused of administering a Covid vaccine to a minor wit,-0.6486
36,mᵕ̈smus,"Davao City, Davao Region",Unsay vaccination site ang naay Pfizer na vaccine ,0.0
37,Rochee,,trish22bee teamrondesantis RonDeSantisFL I was in San Francisco and was asked to show proof of vaccine when I ch httpstcolDcUOiBEHu,0.0
38,Bobi Diehard,,RT WorldBank WorldBank has approved 63 billion in financing for vaccine purchase amp deployment in over 64 countries with the largest,0.4215
39,Roland Deschain,"Brooklyn, NY",RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
40,Uncle Verness,,RT adamjohnsonNYC I for one think its tight the entire debate around COVID now is accepting the premise everything will remain open an,0.3818
41,BDCFT Experience & Involvement #YourVoiceMatters,Yorkshire,RT UKHSAYandH Here are some key steps that everyone can take to protect one another from COVID191 GetBoosted and book your COVID,0.3818
42,Vincent Boucher 💎,"Montréal, Québec",RT IntuitMachine Weve arrived at a point where the only strategy is hopium that Omicron is not as deadly as Delta  In the movie Contagi,0.0
43,The Dream Bean Cafe,"Dublin City, Ireland",RT JamesMelville This is all about Digital ID and a globalised totalitarian social credit system The vaccine passport is a Trojan horse,-0.128
44,ServantNotSlave,CA,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
45,…,,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
46,Hero_Dapper,,RT OcugenNews Hes promoting mRNA vaccines that have proven ineffective causing  a lot of adverse reactions and death  Theres no questi,-0.765
47,Ami Sanada,"Wheeling, IL",RT Dbuss73 Its obvious in Ontario ppl simply didnt vaccine hard enough Another round of closures coming vaxed or non vaxed  NoMoreL,0.0762
48,Mi'kma'ki News,MI'KMA'KI,Recent evidence shows that there is an increased risk of myocarditispericarditis in young adults from Moderna vacc httpstcob4sGHbqzDY,0.0
49,Linh,,RT VaxPeel Region Of Peel Brampton Headquarters10 Peel Centre Drive in Brampton Peel health unit87 3rd dose Pfizer or Moderna spots a,0.0
0,Deplorable_Cult45_Member,,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
1,Big 22-personnel guy..,"Lincoln, NE",RT TheScottCharles If you think having to show your vaccine card to enjoy jalapeo poppers at a shitty chain restaurant is analogous to t,-0.1027
2,OK Then This,United States,RT CBSNews Twins Igor and Grichka Bogdanoff controversial French TV stars die of COVID19 after refusing vaccines  httpstcoLqozZhK,-0.8126
3,Capital Moments,,A leading vaccine scientist and the driving force behind the OxfordAstraZeneca jab has said the worst of the COVID httpstco3PAh0ri7xL,-0.6249
4,God's Own,"Malawi, Lilongwe ",drez7997 BleacherReport Lookif one wants to be protected fine let them get the vaccine If not thats fine too httpstcoqBsfbDak4o,0.4781
5,KALEATH the CREATOR,Detroit,RT UKHSA The COVID19 Dashboard has been updated httpstcoXhspoyTG79 On 4 January 218724 new cases and 48 deaths in 28 days of a,0.0
6,Be Kind To Animals,New Jersey,MdFacep CDCDirector I have a question my daughter who got 2nd Pfizer beg of June last year is due for a Booster httpstcoaq3gBuvmkY,0.0
7,Dragon Himbo bf,,RT PoliticusSarah Sure symptom of Mass formation psychosis people who share your beliefs about the covid vaccine are dying brutal deaths,-0.1531
8,Larry Acker,,RT Jesusporvida New variant in France  you see  they have to make up new variants to explain why their vaccine doesnt work Vaccine,0.0
9,Mr. CHANDU,,RT TimesNow CoWIN registrations for teenagers aged between 1518 years begin Vaccines are to be given to teens from January 3Heres h,0.0
10,Plain Jane🇺🇸🇺🇸🇺🇸Hold the Line,,RT SharylAttkisson 3Do you think its inconsistent that the govt decided to count anyone who died with Covid as a Covid death even i,-0.8176
11,ana 🍄,@katyspicscom,how fucking devious uve to be to say by affirming to ourselves that we are healthy strong amp divine order is esta httpstcodW8TjXVIyS,0.8625
12,Fer,,RT BorisJohnson A year ago the UK became the first country in the world to administer the OxfordAstraZeneca vaccineIm extremely prou,0.0
13,Danny Phantom,"Chicago, IL",You Made Au Space Bout Important Information On Covid N The Vaccine N Also Brought An Actual Doctor In That Field httpstcorHBqgFSsxX,0.2023
14,lynda edwards,,RT OccupyDemocrats BREAKING NEWS Starbucks announces that it will begin requiring ALL of its its US workers to be vaccinated against C,0.0
15,KAMC News,"Lubbock, Texas",WASHINGTON AP  A federal judge in Texas has granted a preliminary injunction stopping the Navy from acting again httpstcon0OBZ0aJTI,0.1027
16,Martin 🌸 #Neverlockdownagain,UK,RT SikhForTruth Frances lower house of parliament has suspended debates over a controversial bill that makes it mandatory for people to,-0.7003
17,Martin,,RT alanvibe Lilith is a Paramedic amp part of NHS100K talks about 1st hand experiences amp why shes against mandates Lets all stand tog,0.4939
18,Sırrın sırrı,Türkiye,RT ikalin1 Here is the team headed by Prof Aykut zdarendeli that developed Turkovac the Turkish vaccine against Covid19Heartfelt c,0.5423
19,Lanson Moles,,RT oneunderscore Heres the full story with brandyzadrozny on how January 6th rioters militias and extremists are looking to take ov,0.0
20,ROHIT PANWAR,JODHPUR   I N D I A,RT UNICEF This is how UNICEF is helping increase COVID19 vaccine access and awareness amongst pregnant mothers in rural Malawi https,0.5423
21,Richard Bonsall,Nottingham,RT EssexPR Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for flu,-0.296
22,shilliard06@gmail.co,,RT SharylAttkisson 3Do you think its inconsistent that the govt decided to count anyone who died with Covid as a Covid death even i,-0.8176
23,FD2you 👀,,RT VPrasadMDMPH There is a tension with an agency that explicitly said they would not approve a vaccine with a VE lt50 now advising a bo,-0.3182
24,वै🤫🚩,,RT SunilDeodhar Took my 87year old uncle Vasantrao Deodhar who stays alone in Pune and whose second dose of Vaccine was pending to a,-0.25
25,Vili Ross,Netherlands/Bulgaria,NoVaccineMandates This campaign 2 help employees who are being pressured to have COVID19 vaccines to keep th httpstcoSOiEPFaP7a,0.2023
26,Kelly Connolly,,RT SenTedCruz President Biden is wrong for punishing our Servicemembers over their religious freedom I am pleased to see a judge issue,0.1027
27,sharon davies,"Bristol, England",RT Wenxue2222 BorisJohnson Your government had nothing to do with that vaccine Stop trying to hang on to the coat tails of the hard wor,-0.3818
28,DeborahScott1,Indiana Hoosier,I found this on NewsBreak  the 1 local news app used by 45 million people Vaccine status discrimination would httpstcowGBrSSUWnf,0.0
29,sofía,23 / nb / any pronouns,i just went through the toughest night of my life  i dont want to get into detail but me being fully vaccinated i httpstcovqM9HpbiWP,-0.0672
30,Chaz Packan,,RT LifeNewsHQ VICTORY A federal judge in Texas has blocked the navy from discharging 35 sailors who objected to the COVID vaccine mandat,-0.3382
31,AdrianX Leconte (Jaro),irkalla,HEAD OF EAST GERMAN HOSPITAL ALLEGEDLY COMMITS SUICIDE ADMITTED VACCINE IS GENOCIDE httpstco4KMfnkTAFP,-0.5052
32,1470 & 100.3 WMBD,"Peoria, Illinois",The move follows the US Food and Drug Administrations decision on Monday to reduce the interval for the booster httpstcoOEubfLjZPH,0.0
33,JustPeachy,Best country in the world! USA,RT shortman5427 Louisiana Judge Issues Scathing Ruling Against Bidens Federal Vaccine Mandate Then Hands Victory to 24 States httpst,0.0
34,Jann,,RT jonahthaloner 2 months following my reaction to the pfizer vaccine and this is still my morning routine a cocktail of heart tablet,0.6369
35,As Good As Gold,,Cartabellotta Do you have the right to be angry because he does not want to inject something dangerous into his bo httpstco99jyAkX6z2,-0.7665
36,HOA MVP,,RT adamjohnsonNYC I for one think its tight the entire debate around COVID now is accepting the premise everything will remain open an,0.3818
37,Fravid Dum,"washington, dc",RT thebradfordfile I cant help but crack up every time I read a triplevaxxed celebrity with covid thanking the vaccine,-0.1603
38,Austin M.,,RT LifeNewsHQ VICTORY A federal judge in Texas has blocked the navy from discharging 35 sailors who objected to the COVID vaccine mandat,-0.3382
39,deirdre,"Pennsylvania, USA",BombshellDAILY GOP Hes also the reason it became ok to lie amp to welcome conspiracy theorists into our govt N httpstcoCzRpckjZuu,-0.1027
40,a 🎄,Ireland,ftbltxmmy LFCEire49 Youre the one responsible man Nobody else Theres a perfectly effective and safe vaccine httpstco3bZZmFABat,0.91
41,Alex Dunn,"Rochester, NY",RT MeganEllyia This is dangerous I used to work at a Head Start We were required to have the flu shot the adult Pertussis and hepatiti,-0.6908
42,ARealChristianNotaBot,,RT apecatlady In other words GOP politician Kelly Ernby a vocal opponent of COVID vaccine mandates fcked around and found out,0.0
43,Kirk McElhearn,Stratford-Upon-Avon,RT UKHSA The COVID19 Dashboard has been updated httpstcoXhspoyTG79 On 4 January 218724 new cases and 48 deaths in 28 days of a,0.0
44,Moonlight Graham 🇨🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿,,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
45,greg w goodwin,,RT washingtonpost Israeli study reports fivefold jump in antibodies with 4th Pfizer vaccine shot httpstcoLUETIkcEyD,0.0
46,NHS England and NHS Improvement,England,There are two million COVID19 booster jab appointments available over the next week If you havent yet had your httpstcoG7fUjFgwEU,0.0
47,Héphaïstos,Paris,RT NFCR What the cancer and immunocompromised community needs to know about COVID19 boosters  httpstco5rQyUfsze1Stay healthy,-0.6597
48,K-Hoff,,IrmaaSolutions Vulcangod02 kwt3q ShannonBream That has nothing to do with whether it is considered experimental httpstco0gFxUX8Zrh,0.0
49,Six Nations COVID-19 Updates,Six Nations of the Grand River,Avoiding large gatherings can keep you your friends and your family safe Read more about it belowFollow httpstco69nYA09WYE,0.5983
0,Chris,, but she looks so healthyVaccine deniers are WRONG httpstcoUzSu7uFYI3,-0.5927
1,francis,"Toronto, Ontario",RT JohnTory TeamTorontos efforts over the holidays have helped ensure that residents were able to receive their third vaccine doses,0.6369
2,Viki,"Dallas, TX",GOP and when Covid first started to spread over our country the GOP made fun of us for wearing masks discouraged httpstcopQD0802t0z,0.5106
3,Brio Hambalang,,RT CryptoMadzx Sheep goats join Germanys coronavirus vaccine drive  forming the shape of a 330foot syringe  The Washington Post http,0.296
4,Demi Darsaklis Clarke,,RT FrontBurnerCBC One thing that can happen in the meantime is that many many more Canadians can receive a third dose of their vaccine,0.0
5,505 kitso,,RT SenTedCruz This is a major winhttpstcoxyhifeKAJE,0.6581
6,Chrissie,,RT MaajidNawaz Professor Andrew Pollard Head of the JCVI Britains government vaccine authorityFurther inoculations should not be o,0.0772
7,Zoe Bluffstone,"Washington, DC",RT RepTroyCarter I got my booster shot this fall because its one of the most important things you can do to fight COVID19Omicron is,-0.1298
8,Rombodog,,9 This isnt a conspiracy theory its been meticulously planned From the vaccine passports to the implementation httpstcocIwuSkBjMu,0.4168
9,Michael da Silva,,RT Arwenstar Take THAT cultistsSee this people Never back down  NEVER httpstcoBc6Ws8eN0I,0.0
10,Alabama Vaccine Confidence Network,"Birmingham, Alabama",RT CDCgov CDC updated its recommendations for use of PfizerBioNTechs COVID19 vaccine 1 People who got a PfizerBioNTech COVID19,0.0
11,John 🏃🏻‍♂️🍺😴 Repeat,On the trails ,RT madridmike This is so sad GOP leader Kelly Ernby died from COVID at 46 years old Reading her twitter feed is a litany of antivacci,-0.822
12,ben,Free Derry,hmmmm vaccine passports to go into the liquor store ppl with alcoholism in withdrawal can literally die feels lik httpstcoPwpPBMliN5,-0.5859
13,Rombodog,,8 The only thing left to stop this is the people saying no to a vaccine passport system Once thats locked in fre httpstcoqpapbhTnZP,-0.128
14,Skatiq,"Rustenburg, South Africa",RT LindaGailBekker Theres Nothing Left to Debate on COVID19 Vaccines for Kids  Time httpstcoJPLDJUt1iH,0.0
15,olivia's in her INFLUENCER ERA,22 • 🏳️‍🌈 • 🇩🇪 (🚫🐀),i disagree vehemently with granting djokovic an exemption especially when people who got the sputnik vaccine in go httpstcoA18Ijp7mG2,-0.0772
16,_CEPNIOGLU,,RT ikalin1 Here is the team headed by Prof Aykut zdarendeli that developed Turkovac the Turkish vaccine against Covid19Heartfelt c,0.5423
17,Rombodog,,7 As Klaus Schwab founder of the WEF wrote youll own nothing and youll be happyThe only difference with C httpstcoDP88eq0eAe,0.5719
18,Charch,Canada,Yet they keep pushing this failed vaccine httpstcoIwlO6EoiHY,-0.596
19,Crypto Rich,United Kingdom,RT clifhigh We dont need no stinking vaxxeshttpstco44vHBefCdr,-0.3213
20,Precious Moment,Mars Colony,RT CryptoMadzx Sheep goats join Germanys coronavirus vaccine drive  forming the shape of a 330foot syringe  The Washington Post http,0.296
21,Limoncello🌸🙂,"East, England",RT EssexPR Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for flu,-0.296
22,DTS,,RT ElectionWiz JUST IN A federal judge granted a temporary injunction Monday against a federal vaccine mandate for Navy SEALs who sued,0.25
23,dan,,Geoff31134991 Norwood36Alan EssexPR Some people have to and covid aint flu so why would u test for flu We als httpstcoYT6RaaxXVR,-0.6369
24,VijayAntonyJad,,MimiDarlo RamCinemas When 0vaccine vijay requested 100occupancy in theatres  still tiu say he is Master non sense,0.0
25,Richard O'Neill 🌸,Nottingham,RT EssexPR Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for flu,-0.296
26,"Ibrahim Halil SAHIN, MD","Tampa, FL", For patients coming to second opinion for their cancer management I also routinely give second opinion on vacci httpstco5MSPZuwosT,-0.6597
27,"Serenity “Water, Yeet, and Grains” Dee",Unceded Eno Territory,RT charllandsberg Another person who spent her life lying about covid dies of covid Im going to allow myself a second of schadenfreude,-0.3612
28,RMSwanson,"Barrie, Ontario",RT PeterHRatcliffe Doug Ford says theyre Using every tool to fight OmicronExcept the reality is hes not using vaccine mandates no,-0.3818
29,The Liberal Banker,"Tampa, FL",RT ggreenwald adamjohnsonNYC You only expose yourself to a tiny and irrelevant fringe of voices which is why you have no idea what is be,-0.4215
30,Jane,America,RT SharylAttkisson 3Do you think its inconsistent that the govt decided to count anyone who died with Covid as a Covid death even i,-0.8176
31,Wildfan2009,"Bethlehem, PA",RT TheRickyDavila OC Deputy DA and former GQP State Assembly candidate Kelly Ernby has died suddenly at 46 years old a week after telling,-0.5574
32,Pauly@spz_trader,"San Antonio, Texas",RT madridmike This is so sad GOP leader Kelly Ernby died from COVID at 46 years old Reading her twitter feed is a litany of antivacci,-0.822
33,♕ tess carter ♕,toronto ontario she/her infj,Heyyyy look at that the omicron didnt hit me as hard as everyone else probably because of the vaccine lol,0.34
34,Source New Mexico,New Mexico,A Louisiana federal judge on Jan 1 put a hold on Bidens mandate that Head Start workers be vaccinated against COV httpstco0LRcDc2SRa,0.0
35,mark,"Hull, England",RT EssexPR Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for flu,-0.296
36,Humberto Zamora Ruiz,"La Paz, BCS",RT Forbes A federal judge in Texas on Monday ruled in favor of 35 US Navy SEALs who sued the Biden Administration over the militarys C,0.4019
37,Sonia Rodriguez,"San Antonio, Texas",Find a COVID19 vaccine or boosterSearchhttpstcoJtpDd9XFH1 text your ZIP code to 438829 or call 1800232 httpstconaWChBpfUE,0.0
38,MBrewster,Traditional Onondaga lands,County doesnt want to enforce State vaccine or test mandate because they cant afford testing So the answer is f httpstcoSu7wyKE524,0.0772
39,Coffee Ta,Canada,RT sheridancollege As we informed you prior to the break the mobile GOVAXX buses are back at Sheridan this week Please note ONThealt,0.3182
40,Christian Venture Capital™ 💡,Silicon Valley & Worldwide,RT FaithDrivenVC Judge sides with Navy SEALs seeking religious exemption to Biden admin COVID19 vaccine mandate httpstco7B4QzyOHPc,0.0
41,dd,,RT SecretFlying UAE to ban its citizens from leaving the country unless they have booster vaccine TravelTuesdayhttpstcoJQW9BFq05I,-0.5574
42,Gopika,"Mumbai, India",RT UdaySRana Its baffling to me that unvaccinated antivaxer Novak Djokovic will be allowed to compete in the AustralianOpen but Nata V,0.0
43,Michael Atkins,,RT sandyleevincent I have had side affects after the 2nd vaccine amp now seeing a neurologistMy hope is joerogan has a neurologist on hi,0.4404
